FID,OBJECTID,ENTITY,LAYER1,ACTIVE,ROW_ID,COL_ID,ACRES,CELL_INTGR,Diff,Cal
0,21664,Polyline,1,0,104.000000000000000,1.000000000000000,639.996999999999957,1104001,0.0000000,0.0000000
1,21665,Polyline,1,0,104.000000000000000,2.000000000000000,639.996999999999957,1104002,0.0000000,0.0000000
2,21374,Polyline,1,0,103.000000000000000,1.000000000000000,639.996999999999957,1103001,0.0000000,0.0000000
3,21666,Polyline,1,0,104.000000000000000,3.000000000000000,639.996999999999957,1104003,0.0000000,0.0000000
4,21375,Polyline,1,0,103.000000000000000,2.000000000000000,639.996999999999957,1103002,0.0000000,0.0000000
5,21667,Polyline,1,0,104.000000000000000,4.000000000000000,639.996999999999957,1104004,0.0000000,0.0000000
6,21192,Polyline,1,0,102.000000000000000,1.000000000000000,639.996999999999957,1102001,0.0000000,0.0000000
7,21376,Polyline,1,0,103.000000000000000,3.000000000000000,639.996999999999957,1103003,0.0000000,0.0000000
8,21668,Polyline,1,0,104.000000000000000,5.000000000000000,639.996999999999957,1104005,0.0000000,0.0000000
9,21193,Polyline,1,0,102.000000000000000,2.000000000000000,639.996999999999957,1102002,0.0000000,0.0000000
10,21377,Polyline,1,0,103.000000000000000,4.000000000000000,639.996999999999957,1103004,0.0000000,0.0000000
11,20983,Polyline,1,0,101.000000000000000,1.000000000000000,639.996999999999957,1101001,0.0000000,0.0000000
12,16316,Polyline,1,0,104.000000000000000,6.000000000000000,639.996999999999957,1104006,0.0000000,0.0000000
13,21194,Polyline,1,0,102.000000000000000,3.000000000000000,639.996999999999957,1102003,0.0000000,0.0000000
14,21378,Polyline,1,0,103.000000000000000,5.000000000000000,639.996999999999957,1103005,0.0000000,0.0000000
15,20984,Polyline,1,0,101.000000000000000,2.000000000000000,639.996999999999957,1101002,0.0000000,0.0000000
16,16317,Polyline,1,0,104.000000000000000,7.000000000000000,639.996999999999957,1104007,0.0000000,0.0000000
17,21195,Polyline,1,0,102.000000000000000,4.000000000000000,639.996999999999957,1102004,0.0000000,0.0000000
18,20907,Polyline,1,0,100.000000000000000,1.000000000000000,639.996999999999957,1100001,0.0000000,0.0000000
19,21379,Polyline,1,0,103.000000000000000,6.000000000000000,639.996999999999957,1103006,0.0000000,0.0000000
20,20985,Polyline,1,0,101.000000000000000,3.000000000000000,639.996999999999957,1101003,0.0000000,0.0000000
21,16465,Polyline,1,0,104.000000000000000,8.000000000000000,639.996999999999957,1104008,0.0000000,0.0000000
22,21196,Polyline,1,0,102.000000000000000,5.000000000000000,639.996999999999957,1102005,0.0000000,0.0000000
23,20908,Polyline,1,0,100.000000000000000,2.000000000000000,639.996999999999957,1100002,0.0000000,0.0000000
24,21380,Polyline,1,0,103.000000000000000,7.000000000000000,639.996999999999957,1103007,0.0000000,0.0000000
25,20986,Polyline,1,0,101.000000000000000,4.000000000000000,639.996999999999957,1101004,0.0000000,0.0000000
26,16466,Polyline,1,0,104.000000000000000,9.000000000000000,639.996999999999957,1104009,0.0000000,0.0000000
27,18743,Polyline,1,0,99.000000000000000,1.000000000000000,639.996999999999957,1099001,0.0000000,0.0000000
28,21197,Polyline,1,0,102.000000000000000,6.000000000000000,639.996999999999957,1102006,0.0000000,0.0000000
